row_id,production_time,production_day,actual_target,Толщина (СЗ),Заданный план охлаждения (PM),Ширина (СЗ),Агрегат_бригада_резки,"Скорость смотки, макс","Скорость смотки, сред",f_ulo_family_6,Назначение многозначное (СЗ),Покупатель (СЗ),Плановая неделя отгрузки (СЗ),Химия | Mn,Химия | C,"Тсм_Зеленая, макс",Химия | B,Вид кромки (СЗ),f_pm_family_6,Химия | Si,Наимен. конеч. потребителя (СЗ),Химия | Ceq1,Химия | Cr,Заправочная скорость смотки,Марка (СЗ),Код УЛО новый (ПЗ),"Общее время нагрева в печи_Зеленая, мин","Номер моталки_Зеленая, мин","Тсм_Зеленая, мин","Ткп_Зеленая, макс","Скорость после чистовой группы_Зеленая, мин","Номер моталки_Зеленая, макс",Плоскостность (Сб.зак.),"mean_yest_Тсм_Зеленая, мин",Химия | W,Химия | S,"mean_yest_Скорость смотки, макс",Марка,"mean_yest_Скорость после чистовой группы_Зеленая, мин",Химия | N,Химия | Ti,Химия | Sn,Химия | Al,f_speed_thread_gap,Семья,Химия | Sb,mean_yest_СКН | лпц-2. ткп (несоответствие заданным границам в асут). ручные вмешательства,Химия | Nb,Химия | P,Химия | Zr,"Время нахождения сляба в печах, зоны 3-8_Зеленая, макс","Скорость после чистовой группы_Зеленая, макс",Химия | Pb,Величина плоскостности (СЗ),Химия | V,"Время нахождения сляба в печах, зоны 3-8_Зеленая, мин",mean_yest_СКН | лпц-2. т5 (несоответствие заданным границам в асут),Величина плоскостности (СЗ)__unified,"mean_yest_Скорость смотки, сред",mean_yest_Заправочная скорость смотки,mean_yest_СКН | лпц-2. общее время нагрева в печи (несоответствие заданному параметру в асут),Химия | Ni,Код плательщика,mean_yest_СКН | лпц-2. ткп (несоответствие заданным границам в асут). без ручных вмешательств,Код грузополучателя (СЗ),"Наработка валков верт. кл. 5, т",Химия | Ca,Конечный потребитель (СЗ),f_ulo_missing,mean_yest_СКН | лпц-2. весь сортамент. расход воды на охлаждение рв клеть 6,mean_yest_СКН | лпц-2. дельта т5,mean_yest_СКН | лпц-2. не проведён осмотр пов-ти контрольных рулонов sherlock,mean_yest_СКН | лпц-2. скн по невязанным с м4,mean_yest_СКН | лпц-2. скн по невязанным с м5,mean_yest_СКН | лпц-2. стан 2000. кол-во упаковочных лент,mean_yest_СКН | лпц-2. тсм (несоответствие заданным границам в асут). без ручных вмешательств,"mean_yest_Общее время нагрева в печи_Зеленая, мин","mean_yest_Ткп_Зеленая, мин",mean_yest_МСО | лпц-2. стан-2000. моталка №4. м4_рвм,ind_speed_vol_20
DEMO_PRODUCT_000646,2026-01-07 12:20:28,2026-01-07,0,11.859826,DEMO_CATEGORY_07,939.936607,12.954684,16.959965,33.250413,DEMO_CATEGORY_06,DEMO_CATEGORY_04,DEMO_CATEGORY_01,10.630005,0.300699,0.338264,805.384005,0.139017,DEMO_CATEGORY_08,DEMO_CATEGORY_01,0.042770,DEMO_CATEGORY_03,0.112891,0.681419,21.595185,DEMO_CATEGORY_06,DEMO_CATEGORY_08,199.146152,95.000000,552.165381,919.913108,20.143281,,DEMO_CATEGORY_08,546.427200,0.429685,0.411203,29.417582,DEMO_CATEGORY_06,35.328486,0.875077,0.315718,0.229270,0.161441,-3.794197,DEMO_CATEGORY_07,0.476205,747.450097,0.233212,0.015344,1.033794,225.768601,5.411184,0.102193,DEMO_CATEGORY_07,0.432273,72.762172,-3.722060,DEMO_CATEGORY_03,3.916834,4.132760,164.327018,0.912889,74.000000,573.233599,90.000000,3594.529236,0.028320,3.000000,8.769921,-7.509168,-3.879286,1.732704,-8.457523,-0.784060,10.353285,849.549819,215.701882,765.666333,1.868433,8.778855
DEMO_PRODUCT_000647,2026-01-07 12:33:26,2026-01-07,0,1.932407,DEMO_CATEGORY_08,900.794073,11.027822,26.109787,17.855627,DEMO_CATEGORY_03,DEMO_CATEGORY_02,DEMO_CATEGORY_03,-27.471827,0.278439,0.723462,828.974913,0.582048,DEMO_CATEGORY_06,DEMO_CATEGORY_03,0.537458,DEMO_CATEGORY_07,0.855987,0.821018,39.998081,DEMO_CATEGORY_07,DEMO_CATEGORY_06,21.088791,34.000000,780.484760,984.418513,31.323807,33.000000,DEMO_CATEGORY_07,844.796136,0.150770,0.337730,22.805940,DEMO_CATEGORY_03,17.094897,0.668431,0.026945,0.149191,0.152904,-12.044796,DEMO_CATEGORY_01,0.113773,568.965258,0.392308,0.055069,0.610306,282.253477,11.616504,0.273168,DEMO_CATEGORY_02,0.089440,99.548155,-4.059172,DEMO_CATEGORY_05,30.536950,18.271595,195.350173,0.121168,78.000000,797.132463,36.000000,3746.022032,0.091883,84.000000,-14.979752,-8.356283,-14.046958,,-1.989031,4.855188,-8.885626,,260.922280,715.488653,-0.036369,14.110561
DEMO_PRODUCT_000648,2026-01-07 12:47:07,2026-01-07,0,8.681253,DEMO_CATEGORY_07,835.985280,-1.532738,11.589764,17.609699,DEMO_CATEGORY_02,DEMO_CATEGORY_05,DEMO_CATEGORY_05,16.134687,0.371251,0.541775,1014.898854,0.210288,DEMO_CATEGORY_03,DEMO_CATEGORY_08,,DEMO_CATEGORY_03,0.587473,0.501607,6.583887,DEMO_CATEGORY_03,DEMO_CATEGORY_08,19.599536,17.000000,660.971778,466.037790,4.926418,42.000000,DEMO_CATEGORY_05,600.655831,0.073274,0.883989,35.307375,DEMO_CATEGORY_03,27.070725,0.937475,0.432249,,0.533633,-3.005182,DEMO_CATEGORY_02,0.138576,1029.621356,0.164171,0.556012,0.032000,134.601290,12.842018,0.283700,DEMO_CATEGORY_04,0.225353,225.781612,-7.484217,DEMO_CATEGORY_02,8.640447,15.944626,219.345905,0.151759,23.000000,871.105225,34.000000,1856.013076,0.675443,36.000000,11.200566,3.557247,-3.965439,-7.949411,6.673439,-5.839892,0.734184,675.027004,78.400678,848.164059,3.292007,-13.226689
DEMO_PRODUCT_000649,2026-01-07 12:51:01,2026-01-07,0,12.076587,DEMO_CATEGORY_04,2083.295804,-24.273082,34.947816,6.289598,DEMO_CATEGORY_06,DEMO_CATEGORY_03,DEMO_CATEGORY_07,3.304050,0.618189,0.193449,811.221373,0.306989,DEMO_CATEGORY_02,DEMO_CATEGORY_02,1.064279,DEMO_CATEGORY_08,0.764503,0.013228,18.166682,DEMO_CATEGORY_07,DEMO_CATEGORY_05,192.881214,39.000000,827.630224,1040.433049,18.925381,50.000000,DEMO_CATEGORY_08,914.159596,0.105858,0.270535,37.327047,DEMO_CATEGORY_05,39.653289,0.514442,1.033752,0.866895,0.256519,4.412108,DEMO_CATEGORY_04,0.851308,764.477755,0.370106,0.183266,0.294180,173.661697,1.599491,0.205723,DEMO_CATEGORY_01,1.054022,26.928068,8.023391,DEMO_CATEGORY_06,24.516633,9.500168,6.667385,0.425754,17.000000,803.884160,11.000000,4439.564193,0.216588,67.000000,-9.254499,11.510228,-7.397103,7.685582,8.505958,-7.733330,-8.074537,873.839398,157.160813,964.835507,2.501049,-10.208523
DEMO_PRODUCT_000650,2026-01-07 12:51:56,2026-01-07,0,12.118636,DEMO_CATEGORY_06,1235.935842,3.908530,29.373830,4.999153,DEMO_CATEGORY_04,DEMO_CATEGORY_02,DEMO_CATEGORY_01,13.346513,1.637917,1.046502,972.011313,0.687167,DEMO_CATEGORY_03,DEMO_CATEGORY_08,0.374035,DEMO_CATEGORY_06,0.674508,0.311489,10.556424,,DEMO_CATEGORY_03,181.585848,31.000000,925.651376,793.266511,10.159893,65.000000,DEMO_CATEGORY_03,680.395213,0.380455,0.693847,5.157530,DEMO_CATEGORY_01,4.575233,0.704277,0.243316,0.106565,0.380215,-2.559781,DEMO_CATEGORY_04,1.569248,562.609357,0.748818,0.520561,0.023739,105.306880,20.003868,0.286469,DEMO_CATEGORY_03,0.781043,5.620703,-22.689413,DEMO_CATEGORY_06,9.170784,25.622347,18.857534,0.025913,94.000000,472.122075,73.000000,2139.446503,0.617661,84.000000,9.479308,4.434907,-0.681977,11.018344,2.348988,0.188997,-8.853092,453.122987,280.881491,1009.709973,-13.346453,-8.310098
DEMO_PRODUCT_000651,2026-01-07 13:16:22,2026-01-07,0,13.489345,,1724.922341,14.705737,17.291777,24.459870,DEMO_CATEGORY_08,DEMO_CATEGORY_01,DEMO_CATEGORY_04,-11.746345,0.234971,0.934521,665.028489,0.073647,DEMO_CATEGORY_03,DEMO_CATEGORY_06,0.146536,DEMO_CATEGORY_04,0.835198,0.364684,10.813677,DEMO_CATEGORY_01,DEMO_CATEGORY_02,164.693591,76.000000,452.387840,841.115049,18.101966,21.000000,DEMO_CATEGORY_08,701.776382,1.142881,0.026603,4.021973,DEMO_CATEGORY_07,33.201042,0.925669,0.589874,0.171454,0.132980,-2.192952,DEMO_CATEGORY_06,0.784936,847.654416,0.797435,0.017729,0.907838,54.144580,26.170003,0.412147,DEMO_CATEGORY_07,0.414851,20.403172,6.201518,DEMO_CATEGORY_07,3.213611,30.227805,112.076925,0.676532,71.000000,999.697324,95.000000,4278.897086,0.537792,49.000000,5.822743,9.099071,-3.189776,-5.037193,7.669437,-15.462804,3.986172,903.724132,,910.865090,9.831607,-1.757820
DEMO_PRODUCT_000652,2026-01-07 13:56:20,2026-01-07,0,14.684105,DEMO_CATEGORY_05,2184.929349,12.337904,14.321050,33.093341,DEMO_CATEGORY_06,DEMO_CATEGORY_06,DEMO_CATEGORY_06,-17.538268,0.257531,0.233407,484.427373,0.021933,DEMO_CATEGORY_02,DEMO_CATEGORY_02,0.147997,DEMO_CATEGORY_06,0.463271,0.225696,32.485834,DEMO_CATEGORY_01,DEMO_CATEGORY_02,95.631641,68.000000,644.650498,584.960049,8.128648,15.000000,DEMO_CATEGORY_07,785.196452,0.486605,0.955790,23.753190,DEMO_CATEGORY_05,5.586934,0.004942,0.757970,0.665705,0.634509,0.997215,DEMO_CATEGORY_04,0.994233,588.296980,0.208020,0.759089,0.113193,29.378027,1.470314,0.832537,DEMO_CATEGORY_02,0.125495,200.872409,9.919762,DEMO_CATEGORY_04,10.725703,4.767559,114.424130,0.565754,79.000000,630.725155,98.000000,57.781120,0.303605,78.000000,0.185772,6.820470,-0.917299,0.751904,-2.071308,1.580043,10.122837,731.188974,229.826354,981.722861,3.270433,7.998998
DEMO_PRODUCT_000653,2026-01-07 14:09:42,2026-01-07,0,13.189397,DEMO_CATEGORY_01,1737.231111,4.629490,32.635530,5.416259,DEMO_CATEGORY_01,DEMO_CATEGORY_06,DEMO_CATEGORY_02,17.863777,0.016447,0.716005,675.133644,0.332967,DEMO_CATEGORY_06,DEMO_CATEGORY_02,0.096838,DEMO_CATEGORY_08,0.326322,0.130513,22.921730,DEMO_CATEGORY_01,DEMO_CATEGORY_07,146.546128,10.000000,777.769337,735.009826,27.093564,71.000000,DEMO_CATEGORY_08,819.811436,0.715950,0.079912,18.333845,DEMO_CATEGORY_01,37.758637,0.725340,0.688755,0.146817,0.661548,-4.166535,DEMO_CATEGORY_08,0.144485,664.453595,0.078356,0.628779,0.285785,229.207969,17.578235,1.265213,DEMO_CATEGORY_03,0.578233,296.350211,-11.332186,DEMO_CATEGORY_08,0.165505,33.996306,219.834415,0.165839,16.000000,1041.346544,39.000000,2939.906957,0.503957,58.000000,-3.945942,-18.015301,-2.046761,9.068553,-8.471098,2.437348,-6.984047,652.252964,92.392881,773.168993,5.512606,-7.999709
DEMO_PRODUCT_000654,2026-01-07 14:14:54,2026-01-07,0,16.014620,DEMO_CATEGORY_06,1535.132714,-11.895028,30.282412,36.403758,DEMO_CATEGORY_03,DEMO_CATEGORY_02,DEMO_CATEGORY_06,-9.265218,0.085152,0.383497,769.601645,0.386221,DEMO_CATEGORY_08,DEMO_CATEGORY_03,0.212915,DEMO_CATEGORY_01,0.788471,0.344680,4.147927,DEMO_CATEGORY_08,DEMO_CATEGORY_05,199.051175,89.000000,855.583561,656.537976,25.821279,42.000000,DEMO_CATEGORY_04,460.950605,1.104573,0.269885,11.146801,DEMO_CATEGORY_05,28.525913,0.232334,0.066095,0.069582,1.130990,-6.999685,DEMO_CATEGORY_08,0.261086,1031.876529,1.201937,0.873813,0.136793,253.371340,9.908558,0.566036,DEMO_CATEGORY_04,0.756593,276.092667,2.116577,DEMO_CATEGORY_07,22.717781,29.826233,92.040123,0.268113,5.000000,781.830194,13.000000,3623.860389,0.190177,35.000000,-3.869034,-13.758929,3.990623,10.186289,-2.449402,19.947063,13.640151,826.457868,173.653392,488.545879,4.797637,2.793817
DEMO_PRODUCT_000655,2026-01-07 14:20:19,2026-01-07,0,12.870452,DEMO_CATEGORY_08,1529.287907,-5.253070,15.960002,14.355192,DEMO_CATEGORY_06,DEMO_CATEGORY_05,DEMO_CATEGORY_05,-3.108489,0.039809,0.648660,949.992827,0.279140,DEMO_CATEGORY_03,DEMO_CATEGORY_05,0.235201,DEMO_CATEGORY_07,1.087648,0.462640,37.174497,DEMO_CATEGORY_01,DEMO_CATEGORY_07,69.422261,87.000000,632.460601,692.272123,17.178012,50.000000,DEMO_CATEGORY_02,698.496187,0.074692,0.021523,10.260447,DEMO_CATEGORY_07,9.822622,0.607272,0.425601,0.261931,0.425284,-9.928504,DEMO_CATEGORY_08,0.401870,597.309259,0.232140,0.407067,0.880999,249.860894,13.806668,0.437727,DEMO_CATEGORY_02,0.777521,147.277514,-0.245029,DEMO_CATEGORY_07,38.139894,39.087124,58.035344,0.061290,97.000000,733.633349,74.000000,3482.356902,0.193208,92.000000,-1.863962,-13.590723,-6.548152,-24.263465,3.096241,2.783604,1.843402,700.867934,60.499067,720.267291,-8.760622,5.769399
DEMO_PRODUCT_000656,2026-01-07 14:30:00,2026-01-07,0,11.212646,DEMO_CATEGORY_06,1327.684008,19.338144,13.654875,17.010288,DEMO_CATEGORY_06,DEMO_CATEGORY_08,DEMO_CATEGORY_05,5.274546,0.436526,0.039172,829.109285,0.166900,DEMO_CATEGORY_04,DEMO_CATEGORY_08,0.101969,DEMO_CATEGORY_05,0.865532,0.088753,5.757961,DEMO_CATEGORY_06,DEMO_CATEGORY_02,9.461439,50.000000,734.283310,670.012459,10.063756,68.000000,DEMO_CATEGORY_07,939.961677,0.193403,0.022606,25.133637,DEMO_CATEGORY_04,6.683652,0.282522,0.534185,0.419728,0.688047,9.364916,,0.606984,942.892308,0.475269,0.337529,0.580418,244.109345,31.934878,1.028146,DEMO_CATEGORY_06,0.327256,205.970185,-13.006953,DEMO_CATEGORY_05,15.928030,13.597205,170.511478,0.042927,1.000000,863.699405,23.000000,979.322922,0.058327,85.000000,1.091273,-8.382359,-20.286668,21.886043,-0.343393,-35.816617,-19.159516,570.914181,299.720811,781.496579,-0.703984,-7.728689
DEMO_PRODUCT_000657,2026-01-07 14:44:42,2026-01-07,0,12.517732,DEMO_CATEGORY_07,1639.691518,-14.167295,1.555520,35.778136,DEMO_CATEGORY_06,DEMO_CATEGORY_07,DEMO_CATEGORY_01,7.728867,0.551378,1.057556,715.321241,0.274886,DEMO_CATEGORY_08,,0.451753,DEMO_CATEGORY_08,0.150254,0.037271,28.435786,,DEMO_CATEGORY_02,147.758564,39.000000,513.262137,548.581253,11.155391,46.000000,DEMO_CATEGORY_04,816.161908,0.936031,0.603667,9.976305,DEMO_CATEGORY_05,23.061613,0.087648,0.151612,0.464796,0.689037,-1.561131,DEMO_CATEGORY_08,0.384954,519.201736,1.244817,0.261081,0.155359,87.110978,21.184684,0.786817,DEMO_CATEGORY_06,0.033430,249.267128,13.181867,DEMO_CATEGORY_08,21.884006,25.255351,106.741440,0.206870,90.000000,466.201025,67.000000,3625.778658,1.127207,20.000000,3.347010,10.851798,-3.436925,5.288043,1.876557,11.995656,12.258054,533.404256,281.499617,1018.645860,13.147283,0.232831
DEMO_PRODUCT_000658,2026-01-07 14:47:26,2026-01-07,0,2.922674,DEMO_CATEGORY_02,2142.307945,-11.478412,3.268290,35.851858,DEMO_CATEGORY_02,DEMO_CATEGORY_04,DEMO_CATEGORY_02,10.784163,0.034963,0.137253,727.123565,0.060865,DEMO_CATEGORY_08,DEMO_CATEGORY_01,0.436252,DEMO_CATEGORY_07,0.197964,0.016740,27.130993,DEMO_CATEGORY_04,DEMO_CATEGORY_03,210.902813,50.000000,508.365477,647.593100,7.895522,12.000000,DEMO_CATEGORY_01,614.950352,0.518742,0.906879,3.745836,DEMO_CATEGORY_05,11.697196,0.773938,0.419961,0.240677,0.208424,5.361014,DEMO_CATEGORY_08,0.043020,923.009391,0.610649,0.006568,0.121039,278.456023,8.206728,0.188303,DEMO_CATEGORY_07,0.241651,299.360834,18.687853,DEMO_CATEGORY_04,4.503604,7.690386,21.743937,1.057342,27.000000,902.106815,29.000000,3255.146740,0.286109,80.000000,-8.148660,-5.875401,14.602094,-12.364174,-9.682895,11.212858,-18.306360,814.251288,225.759619,590.557875,1.679264,5.371723
DEMO_PRODUCT_000659,2026-01-07 14:55:29,2026-01-07,0,6.189974,DEMO_CATEGORY_08,1903.261647,9.425516,2.156738,20.994355,DEMO_CATEGORY_02,DEMO_CATEGORY_01,DEMO_CATEGORY_08,2.233862,0.640218,0.147641,1047.994367,0.373297,DEMO_CATEGORY_01,DEMO_CATEGORY_05,0.419762,DEMO_CATEGORY_08,0.207024,0.695767,33.052691,DEMO_CATEGORY_02,DEMO_CATEGORY_06,59.050054,51.000000,966.603053,893.583424,38.659691,39.000000,DEMO_CATEGORY_08,1007.766751,0.296186,0.569276,35.930762,DEMO_CATEGORY_01,39.317956,0.411920,0.791489,0.121361,0.411693,-0.133353,DEMO_CATEGORY_07,0.530240,682.385049,,0.257843,0.224206,164.640341,1.406765,0.423267,DEMO_CATEGORY_01,0.221216,269.864353,7.754745,DEMO_CATEGORY_08,,29.992722,248.787363,0.385096,24.000000,563.625873,8.000000,2088.402491,0.312109,18.000000,4.208241,-3.902311,-3.497865,0.080220,-14.659846,-0.309076,10.119158,500.566576,219.180586,963.417548,1.716642,-6.667644
DEMO_PRODUCT_000660,2026-01-07 15:11:24,2026-01-07,1,11.020596,DEMO_CATEGORY_05,1393.917264,-4.311592,0.976619,11.070598,DEMO_CATEGORY_02,DEMO_CATEGORY_06,DEMO_CATEGORY_08,-10.543092,0.354637,0.550639,534.806303,0.015389,DEMO_CATEGORY_03,DEMO_CATEGORY_03,0.619247,DEMO_CATEGORY_01,0.009728,0.140662,25.515851,DEMO_CATEGORY_01,DEMO_CATEGORY_08,108.798212,31.000000,773.442440,613.043300,9.199877,57.000000,DEMO_CATEGORY_03,1031.104371,1.032939,0.029587,27.150216,DEMO_CATEGORY_03,30.338857,0.055585,0.603063,0.599270,0.467102,-7.000115,DEMO_CATEGORY_05,0.292950,738.783118,0.584743,0.285815,0.223283,191.733777,39.190140,0.960392,DEMO_CATEGORY_03,,243.743824,-11.309554,DEMO_CATEGORY_06,20.279061,5.974266,82.701066,0.165650,32.000000,1030.042203,54.000000,1457.395892,0.782019,38.000000,5.521898,-1.992413,-9.866931,-9.436703,3.754800,6.522348,-5.430863,600.231299,140.341550,531.524279,-2.980123,19.765079
DEMO_PRODUCT_000661,2026-01-07 15:16:09,2026-01-07,0,17.586757,DEMO_CATEGORY_06,1265.422761,-11.817551,6.114895,6.877579,DEMO_CATEGORY_06,DEMO_CATEGORY_05,DEMO_CATEGORY_04,7.066326,1.422658,0.234053,573.309647,0.105680,DEMO_CATEGORY_03,DEMO_CATEGORY_05,0.340547,DEMO_CATEGORY_04,0.409108,0.016241,15.244693,DEMO_CATEGORY_04,DEMO_CATEGORY_06,96.091796,43.000000,727.742071,895.422673,17.032503,60.000000,DEMO_CATEGORY_02,729.053749,0.286919,1.359953,34.448120,DEMO_CATEGORY_02,34.959670,0.582429,0.179006,0.267557,,-4.159089,DEMO_CATEGORY_04,0.374943,957.293038,0.310584,0.042213,0.450918,214.817807,8.277525,0.061896,DEMO_CATEGORY_04,0.201014,255.980706,9.338711,DEMO_CATEGORY_05,28.552100,29.353131,14.967805,0.658759,84.000000,791.209479,2.000000,3815.898072,0.101492,39.000000,5.134327,1.268364,1.366568,6.029180,10.689827,6.583720,-0.048838,899.793566,205.436624,913.708096,1.247246,1.168528
DEMO_PRODUCT_000662,2026-01-07 15:20:58,2026-01-07,0,13.901980,DEMO_CATEGORY_07,2036.944141,15.279712,34.285673,10.863202,DEMO_CATEGORY_01,DEMO_CATEGORY_08,DEMO_CATEGORY_05,7.225561,0.196389,0.446095,825.168896,0.326795,DEMO_CATEGORY_03,DEMO_CATEGORY_04,0.296429,DEMO_CATEGORY_08,0.460617,0.260668,8.107016,DEMO_CATEGORY_06,DEMO_CATEGORY_07,248.065084,38.000000,712.414957,729.090663,20.074918,95.000000,DEMO_CATEGORY_05,658.319323,0.685501,0.084081,6.906691,DEMO_CATEGORY_08,2.568022,0.245921,0.122576,0.196794,0.013547,-15.492365,DEMO_CATEGORY_06,1.247128,843.272790,0.904663,0.226838,0.262226,9.396465,3.191835,0.022904,DEMO_CATEGORY_05,0.167749,119.465196,-1.250110,DEMO_CATEGORY_05,,,197.694035,0.024434,77.000000,539.090323,42.000000,4132.982043,1.130221,40.000000,11.563088,-5.190765,1.317228,-2.041695,-7.723998,-5.911229,-6.291784,989.247888,13.291093,664.637830,1.878417,2.098763
DEMO_PRODUCT_000663,2026-01-07 15:39:43,2026-01-07,0,2.717753,DEMO_CATEGORY_06,990.100156,4.610560,31.926372,31.225096,DEMO_CATEGORY_07,DEMO_CATEGORY_05,DEMO_CATEGORY_05,-18.150349,0.383925,0.080909,870.843291,0.131544,DEMO_CATEGORY_08,DEMO_CATEGORY_05,0.451341,DEMO_CATEGORY_03,0.316528,1.123049,21.588945,DEMO_CATEGORY_06,DEMO_CATEGORY_07,292.963270,97.000000,1021.945688,1033.519233,26.838018,28.000000,DEMO_CATEGORY_04,973.723276,0.108322,0.227017,5.014022,DEMO_CATEGORY_01,30.918187,0.433518,0.400961,1.055227,0.725877,2.653083,DEMO_CATEGORY_05,0.342264,777.475929,0.218582,0.728180,1.216144,79.662271,15.140185,1.045513,DEMO_CATEGORY_02,0.878731,140.424032,-7.102328,DEMO_CATEGORY_08,11.864824,19.399919,66.544935,1.123758,47.000000,822.238965,37.000000,710.562134,0.030690,39.000000,4.176314,-4.462562,15.011526,20.258981,-0.451412,11.787366,25.583459,518.867094,12.966907,883.153804,-0.876835,1.731650
DEMO_PRODUCT_000664,2026-01-07 16:06:00,2026-01-07,0,12.253224,DEMO_CATEGORY_03,1989.419360,-3.818012,33.822954,12.983632,DEMO_CATEGORY_03,DEMO_CATEGORY_06,DEMO_CATEGORY_05,14.186848,0.281961,0.433943,686.987522,0.830316,DEMO_CATEGORY_07,DEMO_CATEGORY_07,0.313669,DEMO_CATEGORY_03,0.360288,0.430091,1.315223,DEMO_CATEGORY_05,DEMO_CATEGORY_07,151.334899,14.000000,703.473314,666.490548,30.050570,,DEMO_CATEGORY_02,619.223410,0.314209,0.303257,29.428885,DEMO_CATEGORY_08,3.242717,0.391917,0.023515,0.507844,1.175368,17.505486,DEMO_CATEGORY_04,0.282421,821.617880,0.209056,0.451610,0.013140,80.731425,38.376070,0.222266,DEMO_CATEGORY_04,0.148934,268.377979,13.137548,DEMO_CATEGORY_04,2.486498,13.683382,34.676182,0.631416,28.000000,529.449234,24.000000,3830.737040,1.466306,89.000000,0.635693,8.678724,-0.887078,-7.624635,-16.550219,3.884449,19.060702,748.907499,164.878232,677.573059,-12.260265,1.409886
DEMO_PRODUCT_000665,2026-01-07 16:27:28,2026-01-07,0,5.213022,DEMO_CATEGORY_05,1157.107466,-11.457748,24.952014,27.782458,DEMO_CATEGORY_04,DEMO_CATEGORY_05,DEMO_CATEGORY_06,-24.870756,0.153898,0.476676,469.279085,0.341314,DEMO_CATEGORY_01,DEMO_CATEGORY_02,0.331614,DEMO_CATEGORY_06,0.194336,0.336931,20.939670,DEMO_CATEGORY_04,DEMO_CATEGORY_03,119.218977,6.000000,606.322212,1028.318828,15.415415,79.000000,DEMO_CATEGORY_04,886.676176,0.023982,0.021924,17.774735,DEMO_CATEGORY_05,17.265431,0.235699,0.765491,,0.355307,2.379184,DEMO_CATEGORY_08,0.936971,980.180886,0.177252,0.559216,0.638506,175.517517,19.642253,0.371766,DEMO_CATEGORY_06,0.402648,260.941322,-2.303450,DEMO_CATEGORY_08,39.382509,39.131958,47.022491,0.616112,96.000000,1005.655401,46.000000,3013.842550,0.611011,11.000000,-3.432469,-0.945875,-20.903630,-3.146058,2.017953,4.885329,2.937858,502.474973,106.561419,922.251115,-9.797377,3.586937
DEMO_PRODUCT_000666,2026-01-07 16:28:04,2026-01-07,0,14.946315,DEMO_CATEGORY_06,1801.880930,20.474066,24.962524,7.808033,DEMO_CATEGORY_02,DEMO_CATEGORY_05,DEMO_CATEGORY_05,10.344156,1.852310,0.673267,763.207167,0.262673,DEMO_CATEGORY_05,DEMO_CATEGORY_03,0.581576,DEMO_CATEGORY_03,0.216958,0.014859,6.913914,DEMO_CATEGORY_01,DEMO_CATEGORY_07,187.583267,13.000000,507.419771,480.164765,20.687325,60.000000,DEMO_CATEGORY_05,861.744243,0.234280,0.145741,36.846502,DEMO_CATEGORY_05,14.757155,0.627723,1.290707,0.192502,0.392917,8.558380,DEMO_CATEGORY_05,0.193179,975.174751,0.852058,,0.965960,172.641678,2.926162,0.582421,DEMO_CATEGORY_05,0.590372,142.193747,-8.303078,,8.961882,,288.894443,0.502268,37.000000,526.095675,26.000000,799.582469,0.060252,35.000000,12.670896,-3.016240,3.712209,,31.204524,-14.515892,10.238613,499.927156,62.831292,904.578206,6.414933,5.746862
DEMO_PRODUCT_000667,2026-01-07 16:40:30,2026-01-07,0,16.721376,DEMO_CATEGORY_07,,-0.244518,4.957270,19.140145,DEMO_CATEGORY_04,,DEMO_CATEGORY_02,-6.341100,0.497516,0.014782,536.616089,1.001625,DEMO_CATEGORY_05,DEMO_CATEGORY_01,0.859505,DEMO_CATEGORY_05,0.479165,0.393570,25.797671,DEMO_CATEGORY_07,DEMO_CATEGORY_08,293.384899,16.000000,932.159065,509.011408,36.008775,19.000000,DEMO_CATEGORY_03,830.410010,0.128418,0.157131,33.309582,DEMO_CATEGORY_03,33.170048,0.566467,0.072143,0.943930,0.046291,-12.174787,DEMO_CATEGORY_02,0.095135,611.578962,0.086376,0.853114,0.725615,232.103038,26.329648,0.071316,DEMO_CATEGORY_08,0.152791,201.896162,0.362870,DEMO_CATEGORY_01,37.890242,19.776473,110.441118,0.302734,19.000000,681.703129,23.000000,3857.849960,0.286342,14.000000,5.559031,1.236274,7.062957,-1.855448,-4.673201,-6.915050,2.153621,941.255821,251.943436,491.130720,-4.860864,-0.084766
DEMO_PRODUCT_000668,2026-01-07 17:19:28,2026-01-07,1,12.275669,DEMO_CATEGORY_04,1467.795124,13.973281,27.958614,14.084249,DEMO_CATEGORY_07,DEMO_CATEGORY_04,DEMO_CATEGORY_01,7.055095,0.023496,0.269702,483.628987,0.236463,DEMO_CATEGORY_05,DEMO_CATEGORY_03,0.683905,DEMO_CATEGORY_04,0.054189,0.081410,16.473784,DEMO_CATEGORY_03,DEMO_CATEGORY_06,224.134500,73.000000,1016.883386,605.914625,4.596252,63.000000,DEMO_CATEGORY_08,546.583836,1.124912,,12.475731,DEMO_CATEGORY_03,38.266540,0.037796,0.054154,0.306279,0.031770,-19.461049,DEMO_CATEGORY_05,0.082758,976.621482,1.785238,0.304058,0.997407,190.477773,27.964082,0.114957,DEMO_CATEGORY_01,0.303904,214.038168,-4.678956,DEMO_CATEGORY_04,25.315856,22.660145,186.208196,0.609239,7.000000,569.684783,88.000000,171.800097,1.252041,24.000000,-9.736255,7.035008,1.834975,8.590842,-0.268208,-4.547662,-1.237418,907.888819,100.409346,516.960270,-21.482485,-13.767188
